Time Period,Therapy Area,Geography Location,Hospital Type,Hospital Name,Manufacturer,Product Name,Patient Age,Patient Gender,Claims volume,Patient Count,HCP Count
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Abbott,TactiFlex,0 - 18 years,Male,121,92,18
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Abbott,TactiFlex,0 - 18 years,Male,121,84,13
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Abbott,TactiFlex,0 - 18 years,Male,118,87,20
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Abbott,TactiFlex,0 - 18 years,Male,117,86,19
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Abbott,TactiFlex,0 - 18 years,Male,128,88,21
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Abbott,TactiFlex,0 - 18 years,Male,112,87,19
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Abbott,TactiFlex,0 - 18 years,Male,130,84,21
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Abbott,TactiFlex,0 - 18 years,Male,121,92,11
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Abbott,TactiFlex,0 - 18 years,Male,114,92,11
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Abbott,TactiFlex,0 - 18 years,Male,126,90,20
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Abbott,TactiFlex,0 - 18 years,Male,128,95,11
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Abbott,TactiFlex,0 - 18 years,Male,119,84,15
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Abbott,TactiFlex,0 - 18 years,Male,114,89,13
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Thermocool,0 - 18 years,Male,1423,903,501
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Thermocool,0 - 18 years,Male,1452,911,446
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Thermocool,0 - 18 years,Male,1083,895,488
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Thermocool,0 - 18 years,Male,1221,843,458
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Thermocool,0 - 18 years,Male,1138,917,549
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Thermocool,0 - 18 years,Male,1319,916,497
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Thermocool,0 - 18 years,Male,1164,899,443
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Thermocool,0 - 18 years,Male,1107,933,494
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Thermocool,0 - 18 years,Male,1442,839,528
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Thermocool,0 - 18 years,Male,1273,837,465
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Biosense,Thermocool,0 - 18 years,Male,1456,935,435
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Biosense,Thermocool,0 - 18 years,Male,1410,935,542
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Biosense,Thermocool,0 - 18 years,Male,1304,920,519
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Biosense,Thermocool,0 - 18 years,Male,1259,897,522
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Biosense,Thermocool,0 - 18 years,Male,1242,840,537
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Biosense,Thermocool,0 - 18 years,Male,1473,931,445
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Navistar,0 - 18 years,Male,211,107,121
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Navistar,0 - 18 years,Male,195,113,111
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Navistar,0 - 18 years,Male,200,117,116
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Navistar,0 - 18 years,Male,206,105,121
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Navistar,0 - 18 years,Male,218,116,110
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Navistar,0 - 18 years,Male,235,109,126
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Navistar,0 - 18 years,Male,219,109,126
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Navistar,0 - 18 years,Male,202,113,116
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Navistar,0 - 18 years,Male,214,120,127
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Navistar,0 - 18 years,Male,213,105,121
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Biosense,Navistar,0 - 18 years,Male,195,126,112
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Biosense,Navistar,0 - 18 years,Male,235,113,110
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Biosense,Navistar,0 - 18 years,Male,227,108,126
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Biosense,Navistar,0 - 18 years,Male,206,118,114
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Biosense,Navistar,0 - 18 years,Male,220,124,125
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Biosense,Navistar,0 - 18 years,Male,202,122,118
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,BSC,Blazer Prime,0 - 18 years,Male,116,93,22
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,BSC,Blazer Prime,0 - 18 years,Male,121,94,13
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,BSC,Blazer Prime,0 - 18 years,Male,120,89,17
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,BSC,Blazer Prime,0 - 18 years,Male,119,88,14
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,BSC,Blazer Prime,0 - 18 years,Male,121,87,19
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,BSC,Blazer Prime,0 - 18 years,Male,113,93,22
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,BSC,Blazer Prime,0 - 18 years,Male,119,88,21
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,BSC,Blazer Prime,0 - 18 years,Male,120,90,12
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,BSC,Blazer Prime,0 - 18 years,Male,121,87,14
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,BSC,Blazer Prime,0 - 18 years,Male,114,90,19
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,BSC,Blazer Prime,0 - 18 years,Male,108,89,15
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,BSC,Blazer Prime,0 - 18 years,Male,116,87,19
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,BSC,Blazer Prime,0 - 18 years,Male,123,92,20
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,BSC,Blazer Prime,0 - 18 years,Male,112,84,13
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,BSC,Blazer Prime,0 - 18 years,Male,120,88,11
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,BSC,Blazer Prime,0 - 18 years,Male,116,94,19
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,BSC,Intellanav,0 - 18 years,Male,451,193,111
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,BSC,Intellanav,0 - 18 years,Male,398,161,116
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,BSC,Intellanav,0 - 18 years,Male,417,176,126
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,BSC,Intellanav,0 - 18 years,Male,359,150,146
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,BSC,Intellanav,0 - 18 years,Male,322,126,107
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,BSC,Intellanav,0 - 18 years,Male,424,195,133
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,BSC,Intellanav,0 - 18 years,Male,375,176,107
Jun-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,BSC,Intellanav,0 - 18 years,Male,449,152,132
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,BSC,Intellanav,0 - 18 years,Male,380,179,112
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,BSC,Intellanav,0 - 18 years,Male,377,135,149
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,BSC,Intellanav,0 - 18 years,Male,403,184,127
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,BSC,Intellanav,0 - 18 years,Male,440,186,114
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,BSC,Intellanav,0 - 18 years,Male,431,143,110
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,BSC,Intellanav,0 - 18 years,Male,432,164,132
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,BSC,Intellanav,0 - 18 years,Male,344,128,129
Jun-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,BSC,Intellanav,0 - 18 years,Male,450,182,109
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Abbott,TactiCath,19 - 35 years,Male,512,544,207
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Abbott,TactiCath,19 - 35 years,Male,552,445,192
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Abbott,TactiCath,19 - 35 years,Male,541,467,172
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Abbott,TactiCath,19 - 35 years,Male,537,462,181
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Abbott,TactiCath,19 - 35 years,Male,545,470,151
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Abbott,TactiCath,19 - 35 years,Male,602,509,227
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Abbott,TactiCath,19 - 35 years,Male,505,546,180
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Abbott,TactiCath,19 - 35 years,Male,586,478,204
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Abbott,TactiCath,19 - 35 years,Male,607,435,203
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Abbott,TactiCath,19 - 35 years,Male,675,452,183
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Abbott,TactiCath,19 - 35 years,Male,507,537,221
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Abbott,TactiCath,19 - 35 years,Male,580,457,183
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Abbott,TactiCath,19 - 35 years,Male,543,525,246
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Abbott,TactiCath,19 - 35 years,Male,539,518,209
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Abbott,TactiCath,19 - 35 years,Male,574,506,237
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Abbott,TactiCath,19 - 35 years,Male,560,506,180
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Abbott,TactiFlex,19 - 35 years,Male,103,85,11
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Abbott,TactiFlex,19 - 35 years,Male,108,85,13
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Abbott,TactiFlex,19 - 35 years,Male,107,83,12
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Abbott,TactiFlex,19 - 35 years,Male,112,87,16
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Abbott,TactiFlex,19 - 35 years,Male,112,80,12
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Abbott,TactiFlex,19 - 35 years,Male,109,82,18
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Abbott,TactiFlex,19 - 35 years,Male,108,81,17
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Abbott,TactiFlex,19 - 35 years,Male,118,83,19
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Abbott,TactiFlex,19 - 35 years,Male,103,82,17
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Abbott,TactiFlex,19 - 35 years,Male,120,80,19
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Abbott,TactiFlex,19 - 35 years,Male,112,87,10
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Abbott,TactiFlex,19 - 35 years,Male,105,87,10
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Abbott,TactiFlex,19 - 35 years,Male,116,85,18
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Abbott,TactiFlex,19 - 35 years,Male,118,90,10
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Abbott,TactiFlex,19 - 35 years,Male,110,80,14
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Abbott,TactiFlex,19 - 35 years,Male,105,84,12
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Thermocool,19 - 35 years,Male,1327,866,471
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Thermocool,19 - 35 years,Male,1354,873,419
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Biosense,Thermocool,19 - 35 years,Male,1009,858,459
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Biosense,Thermocool,19 - 35 years,Male,1138,808,431
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Biosense,Thermocool,19 - 35 years,Male,1060,879,516
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Biosense,Thermocool,19 - 35 years,Male,1230,878,467
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Biosense,Thermocool,19 - 35 years,Male,1085,862,417
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Biosense,Thermocool,19 - 35 years,Male,1032,894,464
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Biosense,Thermocool,19 - 35 years,Male,1345,805,496
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Biosense,Thermocool,19 - 35 years,Male,1187,803,437
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Biosense,Thermocool,19 - 35 years,Male,1358,896,409
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Biosense,Thermocool,19 - 35 years,Male,1314,896,509
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Biosense,Thermocool,19 - 35 years,Male,1216,882,488
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Biosense,Thermocool,19 - 35 years,Male,1173,860,490
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Biosense,Thermocool,19 - 35 years,Male,1158,806,504
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Biosense,Thermocool,19 - 35 years,Male,1373,892,418
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Navistar,19 - 35 years,Male,196,101,113
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Navistar,19 - 35 years,Male,181,107,103
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Biosense,Navistar,19 - 35 years,Male,186,111,108
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Biosense,Navistar,19 - 35 years,Male,191,100,113
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Biosense,Navistar,19 - 35 years,Male,202,110,102
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Biosense,Navistar,19 - 35 years,Male,218,103,117
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Biosense,Navistar,19 - 35 years,Male,203,103,117
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Biosense,Navistar,19 - 35 years,Male,188,107,108
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Biosense,Navistar,19 - 35 years,Male,199,114,118
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Biosense,Navistar,19 - 35 years,Male,198,100,113
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Biosense,Navistar,19 - 35 years,Male,181,120,104
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Biosense,Navistar,19 - 35 years,Male,218,107,102
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Biosense,Navistar,19 - 35 years,Male,211,102,117
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Biosense,Navistar,19 - 35 years,Male,191,112,106
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Biosense,Navistar,19 - 35 years,Male,204,118,116
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Biosense,Navistar,19 - 35 years,Male,188,116,110
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,BSC,Blazer Prime,19 - 35 years,Male,107,88,20
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,BSC,Blazer Prime,19 - 35 years,Male,112,89,12
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,BSC,Blazer Prime,19 - 35 years,Male,111,84,15
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,BSC,Blazer Prime,19 - 35 years,Male,110,83,13
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,BSC,Blazer Prime,19 - 35 years,Male,112,82,17
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,BSC,Blazer Prime,19 - 35 years,Male,104,88,20
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,BSC,Blazer Prime,19 - 35 years,Male,110,83,19
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,BSC,Blazer Prime,19 - 35 years,Male,111,85,11
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,BSC,Blazer Prime,19 - 35 years,Male,112,82,13
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,BSC,Blazer Prime,19 - 35 years,Male,105,85,17
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,BSC,Blazer Prime,19 - 35 years,Male,100,84,14
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,BSC,Blazer Prime,19 - 35 years,Male,107,82,17
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,BSC,Blazer Prime,19 - 35 years,Male,113,87,18
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,BSC,Blazer Prime,19 - 35 years,Male,103,80,12
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,BSC,Blazer Prime,19 - 35 years,Male,111,83,10
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,BSC,Blazer Prime,19 - 35 years,Male,107,89,17
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,BSC,Intellanav,19 - 35 years,Male,420,184,103
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,BSC,Intellanav,19 - 35 years,Male,370,154,108
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,BSC,Intellanav,19 - 35 years,Male,389,168,117
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,BSC,Intellanav,19 - 35 years,Male,334,143,137
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,BSC,Intellanav,19 - 35 years,Male,300,120,100
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,BSC,Intellanav,19 - 35 years,Male,395,186,124
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,BSC,Intellanav,19 - 35 years,Male,349,168,100
Jan-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,BSC,Intellanav,19 - 35 years,Male,418,145,123
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,BSC,Intellanav,19 - 35 years,Male,353,171,104
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,BSC,Intellanav,19 - 35 years,Male,351,129,140
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,BSC,Intellanav,19 - 35 years,Male,376,176,118
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,BSC,Intellanav,19 - 35 years,Male,410,178,106
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,BSC,Intellanav,19 - 35 years,Male,402,137,102
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,BSC,Intellanav,19 - 35 years,Male,403,157,123
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,BSC,Intellanav,19 - 35 years,Male,320,121,120
Jan-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,BSC,Intellanav,19 - 35 years,Male,419,174,101
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Abbott,TactiCath,19 - 35 years,Male,522,555,211
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Abbott,TactiCath,19 - 35 years,Male,563,454,196
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Abbott,TactiCath,19 - 35 years,Male,552,476,175
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Abbott,TactiCath,19 - 35 years,Male,548,471,185
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Abbott,TactiCath,19 - 35 years,Male,556,479,154
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Abbott,TactiCath,19 - 35 years,Male,614,519,232
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Abbott,TactiCath,19 - 35 years,Male,515,557,184
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Abbott,TactiCath,19 - 35 years,Male,598,488,208
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Abbott,TactiCath,19 - 35 years,Male,619,444,207
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Abbott,TactiCath,19 - 35 years,Male,689,461,187
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Abbott,TactiCath,19 - 35 years,Male,517,548,225
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Abbott,TactiCath,19 - 35 years,Male,592,466,187
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Abbott,TactiCath,19 - 35 years,Male,554,536,251
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Abbott,TactiCath,19 - 35 years,Male,550,528,213
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Abbott,TactiCath,19 - 35 years,Male,585,516,242
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Abbott,TactiCath,19 - 35 years,Male,571,516,184
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Abbott,TactiFlex,19 - 35 years,Male,105,87,11
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Abbott,TactiFlex,19 - 35 years,Male,110,87,13
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Abbott,TactiFlex,19 - 35 years,Male,109,85,12
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Abbott,TactiFlex,19 - 35 years,Male,114,89,16
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Abbott,TactiFlex,19 - 35 years,Male,114,82,12
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Abbott,TactiFlex,19 - 35 years,Male,111,84,18
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Abbott,TactiFlex,19 - 35 years,Male,110,83,17
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Abbott,TactiFlex,19 - 35 years,Male,120,85,19
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Abbott,TactiFlex,19 - 35 years,Male,105,84,17
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Abbott,TactiFlex,19 - 35 years,Male,122,82,19
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Abbott,TactiFlex,19 - 35 years,Male,114,89,10
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Abbott,TactiFlex,19 - 35 years,Male,107,89,10
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Abbott,TactiFlex,19 - 35 years,Male,118,87,18
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Abbott,TactiFlex,19 - 35 years,Male,120,92,10
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Abbott,TactiFlex,19 - 35 years,Male,112,82,14
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Abbott,TactiFlex,19 - 35 years,Male,107,86,12
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Thermocool,19 - 35 years,Male,1354,883,480
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Thermocool,19 - 35 years,Male,1381,890,427
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Biosense,Thermocool,19 - 35 years,Male,1029,875,468
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Biosense,Thermocool,19 - 35 years,Male,1161,824,440
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Biosense,Thermocool,19 - 35 years,Male,1081,897,526
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Biosense,Thermocool,19 - 35 years,Male,1255,896,476
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Biosense,Thermocool,19 - 35 years,Male,1107,879,425
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Biosense,Thermocool,19 - 35 years,Male,1053,912,473
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Biosense,Thermocool,19 - 35 years,Male,1372,821,506
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Biosense,Thermocool,19 - 35 years,Male,1211,819,446
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Biosense,Thermocool,19 - 35 years,Male,1385,914,417
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Biosense,Thermocool,19 - 35 years,Male,1340,914,519
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Biosense,Thermocool,19 - 35 years,Male,1240,900,498
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Biosense,Thermocool,19 - 35 years,Male,1196,877,500
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Biosense,Thermocool,19 - 35 years,Male,1181,822,514
Feb-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Biosense,Thermocool,19 - 35 years,Male,1400,910,426
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Navistar,19 - 35 years,Male,200,103,115
Feb-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Navistar,19 - 35 years,Male,185,109,105
